DimDate_DateKey,DimDate_FullDateAlternateKey,DimDate_DayNumberOfWeek,DimDate_DayNameOfWeek,DimDate_DayNumberOfMonth,DimDate_DayNumberOfYear,DimDate_WeekNumberOfYear,DimDate_MonthName,DimDate_MonthNumberOfYear,DimDate_CalendarQuarter,DimDate_CalendarYear,DimDate_CalendarSemester,DimDate_FiscalQuarter,DimDate_FiscalYear,DimDate_FiscalSemester
20090215,2/15/2009 0:00,1,Sunday,15,46,8,February,2,1,2009,1,3,2009,2
20090216,2/16/2009 0:00,2,Monday,16,47,8,February,2,1,2009,1,3,2009,2
20090217,2/17/2009 0:00,3,Tuesday,17,48,8,February,2,1,2009,1,3,2009,2
20090218,2/18/2009 0:00,4,Wednesday,18,49,8,February,2,1,2009,1,3,2009,2
20090219,2/19/2009 0:00,5,Thursday,19,50,8,February,2,1,2009,1,3,2009,2
20090220,2/20/2009 0:00,6,Friday,20,51,8,February,2,1,2009,1,3,2009,2
20090221,2/21/2009 0:00,7,Saturday,21,52,8,February,2,1,2009,1,3,2009,2
20090222,2/22/2009 0:00,1,Sunday,22,53,9,February,2,1,2009,1,3,2009,2
20090223,2/23/2009 0:00,2,Monday,23,54,9,February,2,1,2009,1,3,2009,2
20090224,2/24/2009 0:00,3,Tuesday,24,55,9,February,2,1,2009,1,3,2009,2
20090225,2/25/2009 0:00,4,Wednesday,25,56,9,February,2,1,2009,1,3,2009,2
20090226,2/26/2009 0:00,5,Thursday,26,57,9,February,2,1,2009,1,3,2009,2
20090227,2/27/2009 0:00,6,Friday,27,58,9,February,2,1,2009,1,3,2009,2
20090228,2/28/2009 0:00,7,Saturday,28,59,9,February,2,1,2009,1,3,2009,2
20090301,3/1/2009 0:00,1,Sunday,1,60,10,March,3,1,2009,1,3,2009,2
20090302,3/2/2009 0:00,2,Monday,2,61,10,March,3,1,2009,1,3,2009,2
20090303,3/3/2009 0:00,3,Tuesday,3,62,10,March,3,1,2009,1,3,2009,2
20090304,3/4/2009 0:00,4,Wednesday,4,63,10,March,3,1,2009,1,3,2009,2
20090305,3/5/2009 0:00,5,Thursday,5,64,10,March,3,1,2009,1,3,2009,2
20090306,3/6/2009 0:00,6,Friday,6,65,10,March,3,1,2009,1,3,2009,2
20090307,3/7/2009 0:00,7,Saturday,7,66,10,March,3,1,2009,1,3,2009,2
20090308,3/8/2009 0:00,1,Sunday,8,67,11,March,3,1,2009,1,3,2009,2
20090309,3/9/2009 0:00,2,Monday,9,68,11,March,3,1,2009,1,3,2009,2
20090310,3/10/2009 0:00,3,Tuesday,10,69,11,March,3,1,2009,1,3,2009,2
20090311,3/11/2009 0:00,4,Wednesday,11,70,11,March,3,1,2009,1,3,2009,2
20090312,3/12/2009 0:00,5,Thursday,12,71,11,March,3,1,2009,1,3,2009,2
20090313,3/13/2009 0:00,6,Friday,13,72,11,March,3,1,2009,1,3,2009,2
20090314,3/14/2009 0:00,7,Saturday,14,73,11,March,3,1,2009,1,3,2009,2
20090315,3/15/2009 0:00,1,Sunday,15,74,12,March,3,1,2009,1,3,2009,2
20090316,3/16/2009 0:00,2,Monday,16,75,12,March,3,1,2009,1,3,2009,2
20090317,3/17/2009 0:00,3,Tuesday,17,76,12,March,3,1,2009,1,3,2009,2
20090318,3/18/2009 0:00,4,Wednesday,18,77,12,March,3,1,2009,1,3,2009,2
20090319,3/19/2009 0:00,5,Thursday,19,78,12,March,3,1,2009,1,3,2009,2
20090320,3/20/2009 0:00,6,Friday,20,79,12,March,3,1,2009,1,3,2009,2
20090321,3/21/2009 0:00,7,Saturday,21,80,12,March,3,1,2009,1,3,2009,2
20090322,3/22/2009 0:00,1,Sunday,22,81,13,March,3,1,2009,1,3,2009,2
20090323,3/23/2009 0:00,2,Monday,23,82,13,March,3,1,2009,1,3,2009,2
20090324,3/24/2009 0:00,3,Tuesday,24,83,13,March,3,1,2009,1,3,2009,2
20090325,3/25/2009 0:00,4,Wednesday,25,84,13,March,3,1,2009,1,3,2009,2
20090326,3/26/2009 0:00,5,Thursday,26,85,13,March,3,1,2009,1,3,2009,2
20090327,3/27/2009 0:00,6,Friday,27,86,13,March,3,1,2009,1,3,2009,2
20090328,3/28/2009 0:00,7,Saturday,28,87,13,March,3,1,2009,1,3,2009,2
20090329,3/29/2009 0:00,1,Sunday,29,88,14,March,3,1,2009,1,3,2009,2
20090330,3/30/2009 0:00,2,Monday,30,89,14,March,3,1,2009,1,3,2009,2
20090331,3/31/2009 0:00,3,Tuesday,31,90,14,March,3,1,2009,1,3,2009,2
20090401,4/1/2009 0:00,4,Wednesday,1,91,14,April,4,2,2009,1,4,2009,2
20090402,4/2/2009 0:00,5,Thursday,2,92,14,April,4,2,2009,1,4,2009,2
20090403,4/3/2009 0:00,6,Friday,3,93,14,April,4,2,2009,1,4,2009,2
20090404,4/4/2009 0:00,7,Saturday,4,94,14,April,4,2,2009,1,4,2009,2
20090405,4/5/2009 0:00,1,Sunday,5,95,15,April,4,2,2009,1,4,2009,2
20090406,4/6/2009 0:00,2,Monday,6,96,15,April,4,2,2009,1,4,2009,2
20090407,4/7/2009 0:00,3,Tuesday,7,97,15,April,4,2,2009,1,4,2009,2
20090408,4/8/2009 0:00,4,Wednesday,8,98,15,April,4,2,2009,1,4,2009,2
20090409,4/9/2009 0:00,5,Thursday,9,99,15,April,4,2,2009,1,4,2009,2
20090410,4/10/2009 0:00,6,Friday,10,100,15,April,4,2,2009,1,4,2009,2
20090411,4/11/2009 0:00,7,Saturday,11,101,15,April,4,2,2009,1,4,2009,2
20090412,4/12/2009 0:00,1,Sunday,12,102,16,April,4,2,2009,1,4,2009,2
20090413,4/13/2009 0:00,2,Monday,13,103,16,April,4,2,2009,1,4,2009,2
20090414,4/14/2009 0:00,3,Tuesday,14,104,16,April,4,2,2009,1,4,2009,2
20090415,4/15/2009 0:00,4,Wednesday,15,105,16,April,4,2,2009,1,4,2009,2
20090416,4/16/2009 0:00,5,Thursday,16,106,16,April,4,2,2009,1,4,2009,2
20090417,4/17/2009 0:00,6,Friday,17,107,16,April,4,2,2009,1,4,2009,2
20090418,4/18/2009 0:00,7,Saturday,18,108,16,April,4,2,2009,1,4,2009,2
20090419,4/19/2009 0:00,1,Sunday,19,109,17,April,4,2,2009,1,4,2009,2
20090420,4/20/2009 0:00,2,Monday,20,110,17,April,4,2,2009,1,4,2009,2
20090421,4/21/2009 0:00,3,Tuesday,21,111,17,April,4,2,2009,1,4,2009,2
20090422,4/22/2009 0:00,4,Wednesday,22,112,17,April,4,2,2009,1,4,2009,2
20090423,4/23/2009 0:00,5,Thursday,23,113,17,April,4,2,2009,1,4,2009,2
20090424,4/24/2009 0:00,6,Friday,24,114,17,April,4,2,2009,1,4,2009,2
20090425,4/25/2009 0:00,7,Saturday,25,115,17,April,4,2,2009,1,4,2009,2
20090426,4/26/2009 0:00,1,Sunday,26,116,18,April,4,2,2009,1,4,2009,2
20090427,4/27/2009 0:00,2,Monday,27,117,18,April,4,2,2009,1,4,2009,2
20090428,4/28/2009 0:00,3,Tuesday,28,118,18,April,4,2,2009,1,4,2009,2
20090429,4/29/2009 0:00,4,Wednesday,29,119,18,April,4,2,2009,1,4,2009,2
20090430,4/30/2009 0:00,5,Thursday,30,120,18,April,4,2,2009,1,4,2009,2
20090501,5/1/2009 0:00,6,Friday,1,121,18,May,5,2,2009,1,4,2009,2
20090502,5/2/2009 0:00,7,Saturday,2,122,18,May,5,2,2009,1,4,2009,2
20090503,5/3/2009 0:00,1,Sunday,3,123,19,May,5,2,2009,1,4,2009,2
20090504,5/4/2009 0:00,2,Monday,4,124,19,May,5,2,2009,1,4,2009,2
20090505,5/5/2009 0:00,3,Tuesday,5,125,19,May,5,2,2009,1,4,2009,2
20090506,5/6/2009 0:00,4,Wednesday,6,126,19,May,5,2,2009,1,4,2009,2
20090507,5/7/2009 0:00,5,Thursday,7,127,19,May,5,2,2009,1,4,2009,2
20090508,5/8/2009 0:00,6,Friday,8,128,19,May,5,2,2009,1,4,2009,2
20090509,5/9/2009 0:00,7,Saturday,9,129,19,May,5,2,2009,1,4,2009,2
20090510,5/10/2009 0:00,1,Sunday,10,130,20,May,5,2,2009,1,4,2009,2
20090511,5/11/2009 0:00,2,Monday,11,131,20,May,5,2,2009,1,4,2009,2
20090512,5/12/2009 0:00,3,Tuesday,12,132,20,May,5,2,2009,1,4,2009,2
20090513,5/13/2009 0:00,4,Wednesday,13,133,20,May,5,2,2009,1,4,2009,2
20090514,5/14/2009 0:00,5,Thursday,14,134,20,May,5,2,2009,1,4,2009,2
20090515,5/15/2009 0:00,6,Friday,15,135,20,May,5,2,2009,1,4,2009,2
20090516,5/16/2009 0:00,7,Saturday,16,136,20,May,5,2,2009,1,4,2009,2
20090517,5/17/2009 0:00,1,Sunday,17,137,21,May,5,2,2009,1,4,2009,2
20090518,5/18/2009 0:00,2,Monday,18,138,21,May,5,2,2009,1,4,2009,2
20090519,5/19/2009 0:00,3,Tuesday,19,139,21,May,5,2,2009,1,4,2009,2
20090520,5/20/2009 0:00,4,Wednesday,20,140,21,May,5,2,2009,1,4,2009,2
20090521,5/21/2009 0:00,5,Thursday,21,141,21,May,5,2,2009,1,4,2009,2
20090522,5/22/2009 0:00,6,Friday,22,142,21,May,5,2,2009,1,4,2009,2
20090523,5/23/2009 0:00,7,Saturday,23,143,21,May,5,2,2009,1,4,2009,2
20090524,5/24/2009 0:00,1,Sunday,24,144,22,May,5,2,2009,1,4,2009,2
20090525,5/25/2009 0:00,2,Monday,25,145,22,May,5,2,2009,1,4,2009,2
20090526,5/26/2009 0:00,3,Tuesday,26,146,22,May,5,2,2009,1,4,2009,2
20090527,5/27/2009 0:00,4,Wednesday,27,147,22,May,5,2,2009,1,4,2009,2
20090528,5/28/2009 0:00,5,Thursday,28,148,22,May,5,2,2009,1,4,2009,2
20090529,5/29/2009 0:00,6,Friday,29,149,22,May,5,2,2009,1,4,2009,2
20090530,5/30/2009 0:00,7,Saturday,30,150,22,May,5,2,2009,1,4,2009,2
20090531,5/31/2009 0:00,1,Sunday,31,151,23,May,5,2,2009,1,4,2009,2
20090601,6/1/2009 0:00,2,Monday,1,152,23,June,6,2,2009,1,4,2009,2
20090602,6/2/2009 0:00,3,Tuesday,2,153,23,June,6,2,2009,1,4,2009,2
20090603,6/3/2009 0:00,4,Wednesday,3,154,23,June,6,2,2009,1,4,2009,2
20090604,6/4/2009 0:00,5,Thursday,4,155,23,June,6,2,2009,1,4,2009,2
20090605,6/5/2009 0:00,6,Friday,5,156,23,June,6,2,2009,1,4,2009,2
20090606,6/6/2009 0:00,7,Saturday,6,157,23,June,6,2,2009,1,4,2009,2
20090607,6/7/2009 0:00,1,Sunday,7,158,24,June,6,2,2009,1,4,2009,2
20090608,6/8/2009 0:00,2,Monday,8,159,24,June,6,2,2009,1,4,2009,2
20090609,6/9/2009 0:00,3,Tuesday,9,160,24,June,6,2,2009,1,4,2009,2
20090610,6/10/2009 0:00,4,Wednesday,10,161,24,June,6,2,2009,1,4,2009,2
20090611,6/11/2009 0:00,5,Thursday,11,162,24,June,6,2,2009,1,4,2009,2
20090612,6/12/2009 0:00,6,Friday,12,163,24,June,6,2,2009,1,4,2009,2
20090613,6/13/2009 0:00,7,Saturday,13,164,24,June,6,2,2009,1,4,2009,2
20090614,6/14/2009 0:00,1,Sunday,14,165,25,June,6,2,2009,1,4,2009,2
20090615,6/15/2009 0:00,2,Monday,15,166,25,June,6,2,2009,1,4,2009,2
20090616,6/16/2009 0:00,3,Tuesday,16,167,25,June,6,2,2009,1,4,2009,2
20090617,6/17/2009 0:00,4,Wednesday,17,168,25,June,6,2,2009,1,4,2009,2
20090618,6/18/2009 0:00,5,Thursday,18,169,25,June,6,2,2009,1,4,2009,2
20090619,6/19/2009 0:00,6,Friday,19,170,25,June,6,2,2009,1,4,2009,2
20090620,6/20/2009 0:00,7,Saturday,20,171,25,June,6,2,2009,1,4,2009,2
20090621,6/21/2009 0:00,1,Sunday,21,172,26,June,6,2,2009,1,4,2009,2
20090622,6/22/2009 0:00,2,Monday,22,173,26,June,6,2,2009,1,4,2009,2
20090623,6/23/2009 0:00,3,Tuesday,23,174,26,June,6,2,2009,1,4,2009,2
20090624,6/24/2009 0:00,4,Wednesday,24,175,26,June,6,2,2009,1,4,2009,2
20090625,6/25/2009 0:00,5,Thursday,25,176,26,June,6,2,2009,1,4,2009,2
20090626,6/26/2009 0:00,6,Friday,26,177,26,June,6,2,2009,1,4,2009,2
20090627,6/27/2009 0:00,7,Saturday,27,178,26,June,6,2,2009,1,4,2009,2
20090628,6/28/2009 0:00,1,Sunday,28,179,27,June,6,2,2009,1,4,2009,2
20090629,6/29/2009 0:00,2,Monday,29,180,27,June,6,2,2009,1,4,2009,2
20090630,6/30/2009 0:00,3,Tuesday,30,181,27,June,6,2,2009,1,4,2009,2
20090701,7/1/2009 0:00,4,Wednesday,1,182,27,July,7,3,2009,2,1,2010,1
20090702,7/2/2009 0:00,5,Thursday,2,183,27,July,7,3,2009,2,1,2010,1
20090703,7/3/2009 0:00,6,Friday,3,184,27,July,7,3,2009,2,1,2010,1
20090704,7/4/2009 0:00,7,Saturday,4,185,27,July,7,3,2009,2,1,2010,1
20090705,7/5/2009 0:00,1,Sunday,5,186,28,July,7,3,2009,2,1,2010,1
20090706,7/6/2009 0:00,2,Monday,6,187,28,July,7,3,2009,2,1,2010,1
20090707,7/7/2009 0:00,3,Tuesday,7,188,28,July,7,3,2009,2,1,2010,1
20090708,7/8/2009 0:00,4,Wednesday,8,189,28,July,7,3,2009,2,1,2010,1
20090709,7/9/2009 0:00,5,Thursday,9,190,28,July,7,3,2009,2,1,2010,1
20090710,7/10/2009 0:00,6,Friday,10,191,28,July,7,3,2009,2,1,2010,1
20090711,7/11/2009 0:00,7,Saturday,11,192,28,July,7,3,2009,2,1,2010,1
20090712,7/12/2009 0:00,1,Sunday,12,193,29,July,7,3,2009,2,1,2010,1
20090713,7/13/2009 0:00,2,Monday,13,194,29,July,7,3,2009,2,1,2010,1
20090714,7/14/2009 0:00,3,Tuesday,14,195,29,July,7,3,2009,2,1,2010,1
20090715,7/15/2009 0:00,4,Wednesday,15,196,29,July,7,3,2009,2,1,2010,1
20090716,7/16/2009 0:00,5,Thursday,16,197,29,July,7,3,2009,2,1,2010,1
20090717,7/17/2009 0:00,6,Friday,17,198,29,July,7,3,2009,2,1,2010,1
20090718,7/18/2009 0:00,7,Saturday,18,199,29,July,7,3,2009,2,1,2010,1
20090719,7/19/2009 0:00,1,Sunday,19,200,30,July,7,3,2009,2,1,2010,1
20090720,7/20/2009 0:00,2,Monday,20,201,30,July,7,3,2009,2,1,2010,1
20090721,7/21/2009 0:00,3,Tuesday,21,202,30,July,7,3,2009,2,1,2010,1
20090722,7/22/2009 0:00,4,Wednesday,22,203,30,July,7,3,2009,2,1,2010,1
20090723,7/23/2009 0:00,5,Thursday,23,204,30,July,7,3,2009,2,1,2010,1
20090724,7/24/2009 0:00,6,Friday,24,205,30,July,7,3,2009,2,1,2010,1
20090725,7/25/2009 0:00,7,Saturday,25,206,30,July,7,3,2009,2,1,2010,1
20090726,7/26/2009 0:00,1,Sunday,26,207,31,July,7,3,2009,2,1,2010,1
20090727,7/27/2009 0:00,2,Monday,27,208,31,July,7,3,2009,2,1,2010,1
20090728,7/28/2009 0:00,3,Tuesday,28,209,31,July,7,3,2009,2,1,2010,1
20090729,7/29/2009 0:00,4,Wednesday,29,210,31,July,7,3,2009,2,1,2010,1
20090730,7/30/2009 0:00,5,Thursday,30,211,31,July,7,3,2009,2,1,2010,1
20090731,7/31/2009 0:00,6,Friday,31,212,31,July,7,3,2009,2,1,2010,1
20090801,8/1/2009 0:00,7,Saturday,1,213,31,August,8,3,2009,2,1,2010,1
20090802,8/2/2009 0:00,1,Sunday,2,214,32,August,8,3,2009,2,1,2010,1
20090803,8/3/2009 0:00,2,Monday,3,215,32,August,8,3,2009,2,1,2010,1
20090804,8/4/2009 0:00,3,Tuesday,4,216,32,August,8,3,2009,2,1,2010,1
20090805,8/5/2009 0:00,4,Wednesday,5,217,32,August,8,3,2009,2,1,2010,1
20090806,8/6/2009 0:00,5,Thursday,6,218,32,August,8,3,2009,2,1,2010,1
20090807,8/7/2009 0:00,6,Friday,7,219,32,August,8,3,2009,2,1,2010,1
20090808,8/8/2009 0:00,7,Saturday,8,220,32,August,8,3,2009,2,1,2010,1
20090809,8/9/2009 0:00,1,Sunday,9,221,33,August,8,3,2009,2,1,2010,1
20090810,8/10/2009 0:00,2,Monday,10,222,33,August,8,3,2009,2,1,2010,1
20090811,8/11/2009 0:00,3,Tuesday,11,223,33,August,8,3,2009,2,1,2010,1
20090812,8/12/2009 0:00,4,Wednesday,12,224,33,August,8,3,2009,2,1,2010,1
20090813,8/13/2009 0:00,5,Thursday,13,225,33,August,8,3,2009,2,1,2010,1
20090814,8/14/2009 0:00,6,Friday,14,226,33,August,8,3,2009,2,1,2010,1
20090815,8/15/2009 0:00,7,Saturday,15,227,33,August,8,3,2009,2,1,2010,1
20090816,8/16/2009 0:00,1,Sunday,16,228,34,August,8,3,2009,2,1,2010,1
20090817,8/17/2009 0:00,2,Monday,17,229,34,August,8,3,2009,2,1,2010,1
20090818,8/18/2009 0:00,3,Tuesday,18,230,34,August,8,3,2009,2,1,2010,1
20090819,8/19/2009 0:00,4,Wednesday,19,231,34,August,8,3,2009,2,1,2010,1
20090820,8/20/2009 0:00,5,Thursday,20,232,34,August,8,3,2009,2,1,2010,1
20090821,8/21/2009 0:00,6,Friday,21,233,34,August,8,3,2009,2,1,2010,1
20090822,8/22/2009 0:00,7,Saturday,22,234,34,August,8,3,2009,2,1,2010,1
20090823,8/23/2009 0:00,1,Sunday,23,235,35,August,8,3,2009,2,1,2010,1
20090824,8/24/2009 0:00,2,Monday,24,236,35,August,8,3,2009,2,1,2010,1
20090825,8/25/2009 0:00,3,Tuesday,25,237,35,August,8,3,2009,2,1,2010,1
20090826,8/26/2009 0:00,4,Wednesday,26,238,35,August,8,3,2009,2,1,2010,1
20090827,8/27/2009 0:00,5,Thursday,27,239,35,August,8,3,2009,2,1,2010,1
20090828,8/28/2009 0:00,6,Friday,28,240,35,August,8,3,2009,2,1,2010,1
20090829,8/29/2009 0:00,7,Saturday,29,241,35,August,8,3,2009,2,1,2010,1
20090830,8/30/2009 0:00,1,Sunday,30,242,36,August,8,3,2009,2,1,2010,1
20090831,8/31/2009 0:00,2,Monday,31,243,36,August,8,3,2009,2,1,2010,1
20090901,9/1/2009 0:00,3,Tuesday,1,244,36,September,9,3,2009,2,1,2010,1
20090902,9/2/2009 0:00,4,Wednesday,2,245,36,September,9,3,2009,2,1,2010,1
20090903,9/3/2009 0:00,5,Thursday,3,246,36,September,9,3,2009,2,1,2010,1
20090904,9/4/2009 0:00,6,Friday,4,247,36,September,9,3,2009,2,1,2010,1
20090905,9/5/2009 0:00,7,Saturday,5,248,36,September,9,3,2009,2,1,2010,1
20090906,9/6/2009 0:00,1,Sunday,6,249,37,September,9,3,2009,2,1,2010,1
20090907,9/7/2009 0:00,2,Monday,7,250,37,September,9,3,2009,2,1,2010,1
20090908,9/8/2009 0:00,3,Tuesday,8,251,37,September,9,3,2009,2,1,2010,1
20090909,9/9/2009 0:00,4,Wednesday,9,252,37,September,9,3,2009,2,1,2010,1
20090910,9/10/2009 0:00,5,Thursday,10,253,37,September,9,3,2009,2,1,2010,1
20090911,9/11/2009 0:00,6,Friday,11,254,37,September,9,3,2009,2,1,2010,1
20090912,9/12/2009 0:00,7,Saturday,12,255,37,September,9,3,2009,2,1,2010,1
20090913,9/13/2009 0:00,1,Sunday,13,256,38,September,9,3,2009,2,1,2010,1
20090914,9/14/2009 0:00,2,Monday,14,257,38,September,9,3,2009,2,1,2010,1
20090915,9/15/2009 0:00,3,Tuesday,15,258,38,September,9,3,2009,2,1,2010,1
20090916,9/16/2009 0:00,4,Wednesday,16,259,38,September,9,3,2009,2,1,2010,1
20090917,9/17/2009 0:00,5,Thursday,17,260,38,September,9,3,2009,2,1,2010,1
20090918,9/18/2009 0:00,6,Friday,18,261,38,September,9,3,2009,2,1,2010,1
20090919,9/19/2009 0:00,7,Saturday,19,262,38,September,9,3,2009,2,1,2010,1
20090920,9/20/2009 0:00,1,Sunday,20,263,39,September,9,3,2009,2,1,2010,1
20090921,9/21/2009 0:00,2,Monday,21,264,39,September,9,3,2009,2,1,2010,1
20090922,9/22/2009 0:00,3,Tuesday,22,265,39,September,9,3,2009,2,1,2010,1
20090923,9/23/2009 0:00,4,Wednesday,23,266,39,September,9,3,2009,2,1,2010,1
20090924,9/24/2009 0:00,5,Thursday,24,267,39,September,9,3,2009,2,1,2010,1
20090925,9/25/2009 0:00,6,Friday,25,268,39,September,9,3,2009,2,1,2010,1
20090926,9/26/2009 0:00,7,Saturday,26,269,39,September,9,3,2009,2,1,2010,1
20090927,9/27/2009 0:00,1,Sunday,27,270,40,September,9,3,2009,2,1,2010,1
20090928,9/28/2009 0:00,2,Monday,28,271,40,September,9,3,2009,2,1,2010,1
20090929,9/29/2009 0:00,3,Tuesday,29,272,40,September,9,3,2009,2,1,2010,1
20090930,9/30/2009 0:00,4,Wednesday,30,273,40,September,9,3,2009,2,1,2010,1
20091001,10/1/2009 0:00,5,Thursday,1,274,40,October,10,4,2009,2,2,2010,1
20091002,10/2/2009 0:00,6,Friday,2,275,40,October,10,4,2009,2,2,2010,1
20091003,10/3/2009 0:00,7,Saturday,3,276,40,October,10,4,2009,2,2,2010,1
20091004,10/4/2009 0:00,1,Sunday,4,277,41,October,10,4,2009,2,2,2010,1
20091005,10/5/2009 0:00,2,Monday,5,278,41,October,10,4,2009,2,2,2010,1
20091006,10/6/2009 0:00,3,Tuesday,6,279,41,October,10,4,2009,2,2,2010,1
20091007,10/7/2009 0:00,4,Wednesday,7,280,41,October,10,4,2009,2,2,2010,1
20091008,10/8/2009 0:00,5,Thursday,8,281,41,October,10,4,2009,2,2,2010,1
20091009,10/9/2009 0:00,6,Friday,9,282,41,October,10,4,2009,2,2,2010,1
20091010,10/10/2009 0:00,7,Saturday,10,283,41,October,10,4,2009,2,2,2010,1
20091011,10/11/2009 0:00,1,Sunday,11,284,42,October,10,4,2009,2,2,2010,1
20091012,10/12/2009 0:00,2,Monday,12,285,42,October,10,4,2009,2,2,2010,1
20091013,10/13/2009 0:00,3,Tuesday,13,286,42,October,10,4,2009,2,2,2010,1
20091014,10/14/2009 0:00,4,Wednesday,14,287,42,October,10,4,2009,2,2,2010,1
20091015,10/15/2009 0:00,5,Thursday,15,288,42,October,10,4,2009,2,2,2010,1
20091016,10/16/2009 0:00,6,Friday,16,289,42,October,10,4,2009,2,2,2010,1
20091017,10/17/2009 0:00,7,Saturday,17,290,42,October,10,4,2009,2,2,2010,1
20091018,10/18/2009 0:00,1,Sunday,18,291,43,October,10,4,2009,2,2,2010,1
20091019,10/19/2009 0:00,2,Monday,19,292,43,October,10,4,2009,2,2,2010,1
20091020,10/20/2009 0:00,3,Tuesday,20,293,43,October,10,4,2009,2,2,2010,1
20091021,10/21/2009 0:00,4,Wednesday,21,294,43,October,10,4,2009,2,2,2010,1
20091022,10/22/2009 0:00,5,Thursday,22,295,43,October,10,4,2009,2,2,2010,1
20091023,10/23/2009 0:00,6,Friday,23,296,43,October,10,4,2009,2,2,2010,1
20091024,10/24/2009 0:00,7,Saturday,24,297,43,October,10,4,2009,2,2,2010,1
20091025,10/25/2009 0:00,1,Sunday,25,298,44,October,10,4,2009,2,2,2010,1
20091026,10/26/2009 0:00,2,Monday,26,299,44,October,10,4,2009,2,2,2010,1
20091027,10/27/2009 0:00,3,Tuesday,27,300,44,October,10,4,2009,2,2,2010,1
20091028,10/28/2009 0:00,4,Wednesday,28,301,44,October,10,4,2009,2,2,2010,1
20091029,10/29/2009 0:00,5,Thursday,29,302,44,October,10,4,2009,2,2,2010,1
20091030,10/30/2009 0:00,6,Friday,30,303,44,October,10,4,2009,2,2,2010,1
20091031,10/31/2009 0:00,7,Saturday,31,304,44,October,10,4,2009,2,2,2010,1
20091101,11/1/2009 0:00,1,Sunday,1,305,45,November,11,4,2009,2,2,2010,1
20091102,11/2/2009 0:00,2,Monday,2,306,45,November,11,4,2009,2,2,2010,1
20091103,11/3/2009 0:00,3,Tuesday,3,307,45,November,11,4,2009,2,2,2010,1
20091104,11/4/2009 0:00,4,Wednesday,4,308,45,November,11,4,2009,2,2,2010,1
20091105,11/5/2009 0:00,5,Thursday,5,309,45,November,11,4,2009,2,2,2010,1
20091106,11/6/2009 0:00,6,Friday,6,310,45,November,11,4,2009,2,2,2010,1
20091107,11/7/2009 0:00,7,Saturday,7,311,45,November,11,4,2009,2,2,2010,1
20091108,11/8/2009 0:00,1,Sunday,8,312,46,November,11,4,2009,2,2,2010,1
20091109,11/9/2009 0:00,2,Monday,9,313,46,November,11,4,2009,2,2,2010,1
20091110,11/10/2009 0:00,3,Tuesday,10,314,46,November,11,4,2009,2,2,2010,1
20091111,11/11/2009 0:00,4,Wednesday,11,315,46,November,11,4,2009,2,2,2010,1
20091112,11/12/2009 0:00,5,Thursday,12,316,46,November,11,4,2009,2,2,2010,1
20091113,11/13/2009 0:00,6,Friday,13,317,46,November,11,4,2009,2,2,2010,1
20091114,11/14/2009 0:00,7,Saturday,14,318,46,November,11,4,2009,2,2,2010,1
20091115,11/15/2009 0:00,1,Sunday,15,319,47,November,11,4,2009,2,2,2010,1
20091116,11/16/2009 0:00,2,Monday,16,320,47,November,11,4,2009,2,2,2010,1
20091117,11/17/2009 0:00,3,Tuesday,17,321,47,November,11,4,2009,2,2,2010,1
20091118,11/18/2009 0:00,4,Wednesday,18,322,47,November,11,4,2009,2,2,2010,1
20091119,11/19/2009 0:00,5,Thursday,19,323,47,November,11,4,2009,2,2,2010,1
20091120,11/20/2009 0:00,6,Friday,20,324,47,November,11,4,2009,2,2,2010,1
20091121,11/21/2009 0:00,7,Saturday,21,325,47,November,11,4,2009,2,2,2010,1
20091122,11/22/2009 0:00,1,Sunday,22,326,48,November,11,4,2009,2,2,2010,1
20091123,11/23/2009 0:00,2,Monday,23,327,48,November,11,4,2009,2,2,2010,1
20091124,11/24/2009 0:00,3,Tuesday,24,328,48,November,11,4,2009,2,2,2010,1
20091125,11/25/2009 0:00,4,Wednesday,25,329,48,November,11,4,2009,2,2,2010,1
20091126,11/26/2009 0:00,5,Thursday,26,330,48,November,11,4,2009,2,2,2010,1
20091127,11/27/2009 0:00,6,Friday,27,331,48,November,11,4,2009,2,2,2010,1
20091128,11/28/2009 0:00,7,Saturday,28,332,48,November,11,4,2009,2,2,2010,1
20091129,11/29/2009 0:00,1,Sunday,29,333,49,November,11,4,2009,2,2,2010,1
20091130,11/30/2009 0:00,2,Monday,30,334,49,November,11,4,2009,2,2,2010,1
20091201,12/1/2009 0:00,3,Tuesday,1,335,49,December,12,4,2009,2,2,2010,1
20091202,12/2/2009 0:00,4,Wednesday,2,336,49,December,12,4,2009,2,2,2010,1
20091203,12/3/2009 0:00,5,Thursday,3,337,49,December,12,4,2009,2,2,2010,1
20091204,12/4/2009 0:00,6,Friday,4,338,49,December,12,4,2009,2,2,2010,1
20091205,12/5/2009 0:00,7,Saturday,5,339,49,December,12,4,2009,2,2,2010,1
20091206,12/6/2009 0:00,1,Sunday,6,340,50,December,12,4,2009,2,2,2010,1
20091207,12/7/2009 0:00,2,Monday,7,341,50,December,12,4,2009,2,2,2010,1
20091208,12/8/2009 0:00,3,Tuesday,8,342,50,December,12,4,2009,2,2,2010,1
20091209,12/9/2009 0:00,4,Wednesday,9,343,50,December,12,4,2009,2,2,2010,1
20091210,12/10/2009 0:00,5,Thursday,10,344,50,December,12,4,2009,2,2,2010,1
